Molecule ChEMBL ID,Smiles,IC50 (nM)
CHEMBL3645936,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)cn1,205.6
CHEMBL3640985,CCc1ncnc(-c2ccc(C(=O)N3CCCCC3)c(F)c2)c1C#Cc1ccc(N)nc1C,206
CHEMBL3645963,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,208.16
CHEMBL3643158,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccncc4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,208.8
CHEMBL3643158,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccncc4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,209
CHEMBL3645930,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)cn1,209.2
CHEMBL3641024,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,211
CHEMBL3645958,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)CO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,212
CHEMBL3645826,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,212.7
CHEMBL3645893,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,212.8
CHEMBL3643063,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,213
CHEMBL3643213,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)nc2)c1C#Cc1ccc(N)nc1,214
CHEMBL3640990,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,215
CHEMBL3640983,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,215
CHEMBL3643068,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,217
CHEMBL3643091,CCCCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2F)CC1,219
CHEMBL3645957,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)COC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,219.8
CHEMBL3640944,CCc1ncnc(-c2ccc(C(=O)N(C)C)c(F)c2)c1C#Cc1ccc(C)nc1,222
CHEMBL3645897,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,223.7
CHEMBL3640962,Cc1ncnc(-c2cccc(C(=O)N3CCOCC3)c2)c1C#Cc1ccc(N)nc1,224
CHEMBL3640980,CCc1ncnc(-c2ccc(C(=O)NC)c(F)c2)c1C#Cc1ccc(N)nc1,225
CHEMBL3640971,CCc1ncnc(-c2ccc(F)c(C(=O)N3CCOCC3)c2)c1C#Cc1ccc(N)nc1,226
CHEMBL3643208,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,226
CHEMBL3643188,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,227
CHEMBL3643141,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,228
CHEMBL3643129,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(C(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,228
CHEMBL3643141,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,228.2
CHEMBL3643269,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,232
CHEMBL3645780,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,232.1
CHEMBL3643235,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,232.2
CHEMBL3643267,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCC(C)CC4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,232.8
CHEMBL3643095,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCCC4C3)c(F)c2)c1C#Cc1ccc(N)nc1,233
CHEMBL3643073,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,234
CHEMBL3645868,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,234.7
CHEMBL3640941,CCc1ncnc(-c2ccc(C(=O)NC)c(Cl)c2)c1C#Cc1ccc(C)nc1,236
CHEMBL3645806,CCc1ncnc(-c2ccc(C(=O)N(C)O)c(C)c2)c1C#Cc1ccc(N)nc1,237.1
CHEMBL3643215,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,237.3
CHEMBL3648869,CCc1ncnc(-c2ccc(C(=O)N3C[C@H]4CN(C(=O)OC(C)(C)C)C[C@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,237.84
CHEMBL3645975,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,239.33
CHEMBL3645939,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNC4)c(F)c2)c1C#Cc1ccc(N)nc1,242.1
CHEMBL3643076,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C5CCN(C)CC5)CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,244
CHEMBL3641016,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,246
CHEMBL3643253,CCOC(=O)N1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2OC)CC1,246.1
CHEMBL3645854,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(F)c2)c1C#Cc1ccc(NC)nc1,246.7
CHEMBL3645789,CCc1ncnc(-c2ccc(C(=O)N(C)CCN3CCCC3=O)c(C)c2)c1C#Cc1ccc(N)nc1,248.6
CHEMBL3643113,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,249
CHEMBL3641022,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)(C)C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,251
CHEMBL3645940,CCc1ncnc(-c2ccc(C(=O)N3CC4(CNC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,251.8
CHEMBL3643249,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,253.2
CHEMBL3640933,Cc1ncnc(-c2ccc(F)c(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,254
CHEMBL3645786,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)=O)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,259
CHEMBL3645815,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCC[C@@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,259.8
CHEMBL3645906,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,263.2
CHEMBL3643101,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccncc4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,266
CHEMBL3645899,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,267.2
CHEMBL3645845,CCc1ncnc(-c2cc(F)c(C(=O)N(C)CCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,268.3
CHEMBL3643130,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,269
CHEMBL3643209,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,269
CHEMBL3640996,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,270
CHEMBL3643186,CCc1ncnc(-c2ccc(C(=O)NC3CC(C)(C)NC(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,272
CHEMBL3643266,CCc1ncnc(-c2ccc(C(=O)N3CCCC(N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,274.8
CHEMBL3645853,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(F)c2)c1C#Cc1ccc(NC)nc1,275.3
CHEMBL3643216,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,275.8
CHEMBL3645851,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,275.9
CHEMBL3645902,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,278.9
CHEMBL3643248,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCCC4C3)c(OC)c2)c1C#Cc1ccc(N)nc1,279.5
CHEMBL3643171,CCc1ncnc(-c2ccc(C(=O)NC3CCCN(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,280
CHEMBL3645796,CCc1ncnc(-c2ccc(C(=O)N3CCC(OC)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,281.1
CHEMBL3648881,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C[C@@H]3C)c(Cl)c2)c1C#Cc1ccc(N)nc1,281.99
CHEMBL3645916,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,288.2
CHEMBL3645953,CCc1ncnc(-c2ccc(C(=O)N3CC4(CN(C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,288.4
CHEMBL3645779,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCCC4C3)c(C)c2)c1C#Cc1ccc(N)nc1,289.2
CHEMBL3890827,CCc1ncnc(-c2ccc(C(=O)NCC(O)CN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,292
CHEMBL3645892,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CO)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,292.6
CHEMBL3643250,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,294.4
CHEMBL3645955,CCc1ncnc(-c2cc(F)c(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,297.9
CHEMBL3643085,CCc1ncnc(-c2ccc(C(=O)NCC3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,303
CHEMBL3643086,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(CC)CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,305
CHEMBL3643279,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,307
CHEMBL3643181,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCC(N5CCCC5)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,308
CHEMBL3640961,CCN(CC)C(=O)c1cccc(-c2ncnc(C)c2C#Cc2ccc(N)nc2)c1,308
CHEMBL3645855,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,308.1
CHEMBL3640967,Cc1ncnc(-c2ccc(Cl)c(C(=O)N3CCCCC3)c2)c1C#Cc1ccc(N)nc1,309
CHEMBL3640988,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,312
CHEMBL3643115,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCC(C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,313
CHEMBL3643118,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,323
CHEMBL3643081,CCc1ncnc(-c2ccc(C(=O)N(C)CC3CCCN(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,324
CHEMBL3643128,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(C(F)(F)F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,324
CHEMBL3645858,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,325.3
CHEMBL3645889,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(F)F)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,326.6
CHEMBL3645941,CCc1ncnc(-c2ccc(C(=O)N3CC4(CNC4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,328.4
CHEMBL3648879,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CN(C)C4)c(F)c2)c1C#Cc1ccc(N)nc1,330.81
CHEMBL3643139,CCc1ncnc(-c2ccc(C(=O)N3[C@@H]4C[C@H]3N4C)c(F)c2)c1C#Cc1ccc(N)nc1,333
CHEMBL3643228,CCc1ncnc(-c2ccc(C(=O)N3C[C@H]4C[C@@H]3CN4C)c(F)c2)c1C#Cc1ccc(N)nc1,333.2
CHEMBL3645864,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,333.7
CHEMBL3645850,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,335
CHEMBL3643178,CCc1ncnc(-c2ccc(C(=O)NC3CCCN(C4CCN(C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,335
CHEMBL3643083,CCc1ncnc(-c2ccc(C(=O)NCC3CCN(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,335
CHEMBL3645849,CCc1ncnc(-c2cc(F)c(C(=O)N(C)C3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,337.4
CHEMBL3643084,CCc1ncnc(-c2ccc(C(=O)N(C)CC3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,339
CHEMBL3643254,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,342.9
CHEMBL3645954,CCc1ncnc(-c2cc(F)c(C(=O)N3CC4(CN(C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,342.9
CHEMBL3643132,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,344
CHEMBL3643108,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,347
CHEMBL3643173,CCc1ncnc(-c2ccc(C(=O)NC3CCN(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,347
CHEMBL3645797,CCc1ncnc(-c2ccc(C(=O)N3CCC(C4CCN(C)CC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,349.3
CHEMBL3643179,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCN(O)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,351
CHEMBL3643227,CCc1ncnc(-c2cc(F)c(C(=O)N3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,352.7
CHEMBL3645860,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(F)F)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,355.6
CHEMBL3645900,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,356.5
CHEMBL3643247,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,357
CHEMBL3645852,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,357.4
CHEMBL3645844,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(COC)nnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,358.1
CHEMBL3645819,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCC[C@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,358.3
CHEMBL3643117,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,359
CHEMBL3645985,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CC(NC(=O)OC(C)(C)C)C4)c(F)c2)c1C#Cc1ccc(N)nc1,359.57
CHEMBL3645890,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C)(O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,361.8
CHEMBL3648880,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C[C@H]3C)c(F)c2)c1C#Cc1ccc(N)nc1,364.04
CHEMBL3641012,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,366
CHEMBL3645775,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)CC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,366.8
CHEMBL3648866,CCc1ncnc(-c2ccc(C(=O)N3CCOC4(CCNCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,367.08
CHEMBL3643183,CCc1ncnc(-c2ccc(C(=O)NC3CCN(C4CCN(C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,370
CHEMBL3641001,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1C,370
CHEMBL3645841,CCc1ncnc(-c2ccc(C(=O)NCCN3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,373.2
CHEMBL3643143,CCc1ncnc(-c2ccc(C(=O)N3CCC(C4CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,374
CHEMBL3643143,CCc1ncnc(-c2ccc(C(=O)N3CCC(C4CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,374.3
CHEMBL3640964,Cc1ncnc(-c2ccc(F)c(C(=O)N3CCOCC3)c2)c1C#Cc1ccc(N)nc1,380
CHEMBL3643211,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(CC)CC)C3)c(F)c2)c1C#Cc1ccc(N)nc1,382
CHEMBL3643135,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(CC)CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,384
CHEMBL3645882,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,388.1
CHEMBL3645988,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNCCO4)c(F)c2)c1C#Cc1ccc(N)nc1,390.88
CHEMBL3643134,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,392
CHEMBL3645856,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,399.4
CHEMBL3640934,Cc1ncnc(-c2cccc(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,401
CHEMBL3645896,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,401.8
CHEMBL3640977,CCc1ncnc(-c2ccc(C(=O)N(C)CCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,402
CHEMBL3643123,CCc1ncnc(-c2ccc(C(=O)N3CCCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,404
CHEMBL3643157,CCc1ncnc(-c2ccc(C(=O)N3CCCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,405
CHEMBL3643157,CCc1ncnc(-c2ccc(C(=O)N3CCCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,405.2
CHEMBL3643259,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,411.5
CHEMBL3645987,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CN(C(=O)OC(C)(C)C)CCO4)c(F)c2)c1C#Cc1ccc(N)nc1,412.25
CHEMBL3643175,CCc1ncnc(-c2ccc(C(=O)NC3CC(C)(C)N(C)C(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,413
CHEMBL3645790,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)C4)C3)c(C)c2)c1C#Cc1ccc(N)nc1,413.5
CHEMBL3643260,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,415.3
CHEMBL3643151,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,420
CHEMBL3643151,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,420.1
CHEMBL3645938,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CC4(CN(C(=O)OC(C)(C)C)C4)C3)c(F)c2)cn1,420.9
CHEMBL3645887,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,423.3
CHEMBL3643152,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,432.9
CHEMBL3643152,CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,433
CHEMBL3643075,CCc1ncnc(-c2ccc(C(=O)NC3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,436
CHEMBL3641017,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,436
CHEMBL3643180,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCCCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,436
CHEMBL3645945,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,444.9
CHEMBL3645949,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,446.5
CHEMBL3643107,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,452
CHEMBL3640965,Cc1ncnc(-c2ccc(Cl)c(C(=O)N3CCOCC3)c2)c1C#Cc1ccc(N)nc1,459
CHEMBL3643244,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)CC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,460.3
CHEMBL3645885,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,465.1
CHEMBL3639421,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,465.5
CHEMBL3645888,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,465.9
CHEMBL3643154,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,467
CHEMBL3643154,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,467.3
CHEMBL3643110,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,470
CHEMBL3645883,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,472.3
CHEMBL3645943,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,475.3
CHEMBL3643105,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,476
CHEMBL3640993,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCCC4C3)c(F)c2)c1C#Cc1ccc(N)nc1C,481
CHEMBL3643079,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,490
CHEMBL3645848,CCc1ncnc(-c2cc(F)c(C(=O)NCC3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,490.6
CHEMBL3643231,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,497.6
CHEMBL3640999,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccccc4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,498
CHEMBL3641014,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(F)(F)F)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,499
CHEMBL3643234,CCCCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2OC)CC1,501.7
CHEMBL3643144,CCc1ncnc(-c2ccc(C(=O)NC3CCCN(C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,509.7
CHEMBL3643144,CCc1ncnc(-c2ccc(C(=O)NC3CCCN(C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,510
CHEMBL3643233,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,513.8
CHEMBL3645952,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,526.7
CHEMBL3645894,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,530.1
CHEMBL3640966,Cc1ncnc(-c2ccc(F)c(C(=O)N3CCCCC3)c2)c1C#Cc1ccc(N)nc1,539
